Date;Precipitation;MaxTemp;MinTemp;Insolation;Evaporation;AvgTemp;AvgHumidity;AvgWindSpeed;SolarNoonAngle
41672;0;37.5;23.7;10.6;9;30.96;34;1.2;-10.54593084
41673;0;37;25.7;7.5;9.9;30.26;52;1.8;-10.27636974
41674;0;33.7;24.1;2.4;9.4;29.16;46;1.35;-10.00168038
41675;0;35;24.7;4.2;8.4;30.26;39;1.3;-9.721944169
41676;0;35.3;23.3;8.1;7.9;30;37;1.3;-9.437243995
41677;0;35;25.8;3.2;9.1;29.84;45;2.3;-9.14766422
41678;0;36.2;24.5;5.2;9.4;29.78;51;1.45;-8.853290655
41679;8.5;32.5;23.1;2.7;8.8;27.16;73;1.65;-8.554210528
41680;0;33;23.5;4.6;4.2;28.14;57;1.1;-8.250512463
41681;0;31.5;23.9;2.8;7.3;27.88;57;1.2;-7.942286453
41682;0;34.5;23.3;5.3;6.7;28.44;66;1.3;-7.629623831
41683;5.6;35.5;24.3;6;6;29.16;58;0.9;-7.312617246
41684;20.6;30.8;22;0.4;5.9;25.88;88;0.45;-6.991360634
41685;1.4;33.5;22.9;2.6;2.5;27.2;74;0.8;-6.66594919
41686;0;27;23.1;0;4;24.98;80;1.15;-6.336479341
41687;0.3;27.5;22.5;0.2;2;24.64;94;0.6;-6.003048715
41688;40.4;33.5;22.2;6.1;1;26.14;76;0.9;-5.665756116
41689;0;29.5;22.9;2.6;3.5;25.08;93;0.7;-5.324701491
41690;31.2;28.5;22.7;0;1.5;25.2;91;1.1;-4.9799859
41691;1.6;32.2;23.3;1.8;1.2;26.5;68;1.3;-4.631711492
41692;0;31.5;21.4;2.4;5.3;26.7;59;1;-4.279981467
41693;0;35;22.7;9.6;5.5;28.14;61;0.65;-3.92490005
41694;0;35;23.6;9;6.6;28.72;52;0.85;-3.56657246
41695;0;35;22.5;11;6.7;28.98;47;2;-3.205104877
41696;0;34.2;22.5;8.4;7.9;28.78;47;1.9;-2.840604411
41697;0;32;23.9;1;8.6;27.9;59;1.8;-2.473179073
41698;0;30.4;23.9;1.4;6.3;26.66;72;0.9;-2.102937737
41699;0;34.5;23.1;5.8;4.1;26.72;82;0.65;-1.729990115
41700;5.2;33.5;23.3;4.8;4.6;26.16;93;0.65;-1.354446718
41701;17.4;32;23.1;4.6;2.5;26.74;78;1.05;-0.976418829
41702;0;31.5;24.1;6.3;3.3;27.24;65;0.6;-0.596018466
41703;0.4;32.4;23.9;6.4;4.9;26.86;75;0.65;-0.213358348
41704;0;33;23.1;10.5;3.2;27.98;52;1.45;0.171448133
41705;0;33.2;22.9;9.2;7.2;26.7;72;1.2;0.558286951
41706;0;32.2;23.6;5.5;4.4;27.18;65;1.3;0.947043477
41707;0;32;23.3;5.1;5;27.46;64;0.7;1.337602514
41708;5.2;30.8;23.6;3.3;4.6;26.6;77;0.7;1.729848332
41709;0;29;22.9;3.3;3.2;26.1;85;0.7;2.123664699
41710;2.5;32.2;23.5;6.8;1.7;27.22;67;1.75;2.518934919
41711;0;34.5;22.7;9.6;5;28.36;49;0.9;2.915541865
41712;0;34;24.3;6.3;8;28.7;55;1.05;3.313368013
41713;1.5;31;23.7;2.3;6;26.86;70;0.7;3.71229548
41714;1.4;31;24.1;3.4;4;26.06;86;1.4;4.112206054
41715;21.6;32;23.1;2.8;2.2;26.78;80;0.75;4.512981234
41716;0;34;23.5;4.9;2.7;27.94;68;0.75;4.914502261
41717;4;31.2;23.9;2.7;5;27.1;68;1.05;5.316650155
41718;0;34.8;23.1;8.3;4.3;28.78;54;1.8;5.719305752
41719;0;35;23.5;7.5;6.4;28.06;63;1.2;6.122349736
41720;0;36.2;24.9;8.1;5.4;28.78;71;1.35;6.525662676
41721;0.3;36.5;24.3;8.9;6;29.88;50;1.2;6.929125062
41722;0;36.4;24.1;8.1;7.5;29.1;53;1.15;7.33261734
41723;12.6;36.2;22.3;10.7;6;28.66;58;0.7;7.736019946
41724;0;36.2;22.9;9.7;7.7;29.34;49;1.6;8.139213342
41725;0;32;23.9;3.6;5.8;27.26;71;0.95;8.542078055
41726;14.8;33.2;22.3;4.7;4;26.7;75;0.55;8.944494707
41727;0.8;32.5;23.1;6.5;3;26.74;85;0.7;9.346344052
41728;10.6;32;23.1;4.6;2.5;26.14;94;0.85;9.747507015
41729;1.4;34;23.7;5.9;2.2;27.94;73;1.75;10.14786472
41730;0;33;22.3;10.7;4.8;28.22;49;1.05;10.54729854
41731;0;35;23.1;7.9;7;28.14;64;1.8;10.9456901
41732;0;34;22.5;5.3;5;27.78;63;0.75;11.34292136
41733;0;31.5;24.1;0.8;4.2;26.52;85;0.75;11.73887461
41734;5.2;35;22.3;9.7;2;27.7;59;0.9;12.13343252
41735;0;34.5;23.5;6.7;6.3;27.5;73;1.4;12.52647817
41736;6.4;33.5;22.9;7.6;4;27.52;74;1.15;12.9178951
41737;0;32.2;22.3;5.1;4;27.26;72;1.15;13.30756731
41738;2.2;32.5;22.2;6.4;3.5;25.9;86;1.6;13.69537935
41739;1.1;31;23;3.6;3.4;26.44;79;1.1;14.08121629
41740;0;32;22.6;3.5;2.6;26.84;86;1.2;14.4649638
41741;39.5;31.2;23.1;6.3;3;25.7;85;0.7;14.84650818
41742;0;34.4;22.8;10.1;3;28.36;55;0.8;15.22573635
41743;0;33.5;22.3;9.5;6;26.98;71;1;15.60253595
41744;0.2;34.5;23.1;8.7;4;28.44;54;0.9;15.97679532
41745;0;33;22.5;9;5.5;27.86;58;1;16.34840357
41746;0;33.5;24.1;8.4;5;28.32;56;1.15;16.71725057
41747;0;33;24.1;4.5;6.2;27.74;70;1.15;17.08322702
41748;0;35.5;24.9;6;5.3;28.72;69;1.15;17.44622449
41749;0;35.5;23.3;9.3;6.2;27.6;76;0.85;17.80613541
41750;0.5;35.6;23.6;8.6;5.6;27.6;85;0.25;18.16285313
41751;1.8;34.5;23.6;8.1;3.8;28.54;56;1.3;18.51627194
41752;0;31;24.6;5.4;6.3;27.56;67;1.15;18.86628712
41753;0;36.2;23.5;10.3;4.6;29.14;54;1;19.21279496
41754;0;36;23.3;9.7;7.4;29.3;52;1.15;19.55569277
41755;0;33.4;24.3;6;6.6;28.58;62;1.9;19.89487894
41756;0;32;24.1;1;5;26.74;83;0.75;20.23025298
41757;7.2;32.2;22.9;5.1;2;27.5;63;1.4;20.56171549
41758;0;33.2;22.3;7.5;5.2;27.74;46;2.3;20.88916827
41759;0;30.2;22.3;3.6;7.7;26.86;51;2.05;21.21251427
41760;0;31;23.3;5.3;7.5;27.86;53;2.95;21.53165769
41761;0;34;23.1;9.6;7.4;27.86;60;2.45;21.84650396
41762;0;34;22.9;4.7;7.1;27.7;61;2.45;22.15695977
41763;0;33.5;24.1;4.9;6;28.12;52;1.6;22.46293315
41764;0;33.5;21.5;10.5;7.1;27.04;53;2.15;22.76433341
41765;0;35.2;21;10.4;7.9;28.56;42;3.15;23.06107124
41766;0;37;21.8;10.1;11.4;29.44;42;1.6;23.35305873
41767;0;35.5;22.3;9.8;11.2;28.84;43;2.05;23.64020934
41768;0;35.5;20.8;10.5;8.9;28.98;45;1.45;23.92243799
41769;0;37.2;25.1;10.2;7.5;30.3;52;1.75;24.19966104
41770;0;33.5;23.1;3.6;7.2;27.88;51;0.75;24.47179635
41771;0;33.2;24.1;6.3;9.4;28.54;46;2.85;24.73876328
41772;0;34.5;23.3;10.3;13.5;28.76;42;3.05;25.00048272
41773;0;34;21.5;7.4;9.4;28.2;48;1.85;25.25687713
41774;0;33.5;23.3;7.5;8.4;27.4;75;1.65;25.50787051
41775;3;34;24;6;5.1;28.76;55;0.85;25.7533885
41776;0;36;21.8;9.2;5.5;28.8;39;0.75;25.99335835
41777;0;36.6;21.5;10.4;7.5;29.06;39;1.85;26.22770894
41778;0;36;21.8;10.3;9.5;28.6;45;1.3;26.45637084
41779;0;35;21.2;9.9;8.6;28.68;38;2.45;26.67927629
41780;0;35;21.2;9.8;9.3;28.96;35;3.05;26.89635923
41781;0.8;30.5;24.3;1.2;11.8;26.36;85;0.65;27.10755534
41782;3.2;36;22.9;7.1;1.6;28.74;53;0.5;27.31280204
41783;0;36.2;23.3;7.3;6.8;27.78;63;1.15;27.51203851
41784;0.2;34;22.5;7.2;4.9;28.08;55;1.35;27.7052057
41785;0;36.5;21;9.9;5;28.54;35;1.55;27.89224639
41786;0;36;19.4;10.4;9;27.12;35;0.75;28.07310514
41787;0;36.5;20.2;10.3;7.9;28.3;43;0.85;28.24772837
41788;4;33.5;23.5;2.2;8.1;26.84;72;0.9;28.41606433
41789;0;36;22.5;10.1;4.8;28.94;37;1.95;28.57806313
41790;0;34.5;20.2;10.3;10.3;27.94;35;2.7;28.73367678
41791;0;34.5;20.2;10.3;12.9;27.72;41;2.55;28.88285916
41792;0;36;19.7;10.3;10;27.86;40;0.85;29.02556606
41793;0;36.2;22.7;9.8;8.4;29.62;38;1.85;29.16175521
41794;0;37.5;22.5;10.2;9.6;30.04;34;1.8;29.29138624
41795;0;36.5;21.5;10.3;10.5;29.2;38;2.65;29.41442073
41796;0;36;21;10.3;12.2;28.96;39;1.35;29.53082225
41797;0;35.2;22.5;10.3;13.4;28.86;38;2.05;29.64055628
41798;0;33.5;21.5;6;12.3;28.52;43;2.05;29.74359031
41799;0;37;21;10.2;9.2;29.32;40;1.65;29.83989382
41800;0;35;21.8;9.9;11.4;28.36;49;4.05;29.92943827
41801;0;34;21.4;9.4;13.5;27.8;43;1.8;30.01219712
41802;0;33.2;21.5;10.3;13.6;26.62;49;1.5;30.08814585
41803;0;33;19.4;9.5;11.9;27.04;49;1.9;30.15726195
41804;0;34.5;20.2;7.5;10.7;28.58;42;1.8;30.21952494
41805;0;35.5;21.8;8.5;11.1;29.46;39;2.8;30.27491638
41806;0;35;24.1;10.1;11.3;29.14;36;2.65;30.32341985
41807;0;34;21.5;8.4;12.3;28.92;43;1.9;30.36502097
41808;0;35;24.3;8.4;11.7;29.46;48;1.85;30.39970742
41809;0;35.5;22;5.5;9.4;28.3;49;1.5;30.42746893
41810;0;35.3;21;10.2;10.2;28.28;36;1.6;30.44829726
41811;0;34.8;20.4;10.3;10.1;27.88;37;1.6;30.46218624
41812;0;34.5;21.2;10;11.7;28.38;41;3.45;30.46913176
41813;0;33.8;20.2;9;11.4;28.4;41;3.25;30.46913176
41814;0;32;24.5;4.8;11.6;27.58;54;3.15;30.46218624
41815;0;35;20.4;10.3;7.9;28.5;41;2.8;30.44829726
41816;0;35.8;20.5;10.3;10.2;29.38;39;2.25;30.42746893
41817;0;31.8;22.9;3.7;10.9;28.34;53;2.05;30.39970742
41818;0.2;34.5;24.9;8.2;8.7;29.48;48;1.5;30.36502097
41819;0;36;22.3;10;11.8;29.26;41;1.2;30.32341985
41820;0;36;23.9;9.6;12.6;29.86;38;1.2;30.27491638
41821;0;37;21.2;9.8;9.2;29.08;;1.05;30.21952494
41822;0;36;20.2;10.2;11.7;28.76;35;1.55;30.15726195
41823;0;35.2;20.8;9.8;10;28.6;44;3.05;30.08814585
41824;0;35.2;21.8;10.3;11.9;28.66;;3.55;30.01219712
41825;0;34;21.8;10.2;12.2;28.2;;3.3;29.92943827
41826;0;34.2;20.4;10.3;10.7;27.52;;2.85;29.83989382
41827;0;34.2;21.8;10.3;12.9;28;39;3.3;29.74359031
41828;0;33.5;21;9.9;13.3;27.78;42;1.6;29.64055628
41829;0;33;21.6;8.4;11.2;27.52;51;1.65;29.53082225
41830;0;35.6;21.5;10.3;9;28.84;36;2.15;29.41442073
41831;0;36;20.2;10.3;9.9;29.12;34;2.2;29.29138624
41832;0;35.2;19.4;8.6;11.3;28.86;38;1.45;29.16175521
41833;0;33.8;25.4;5;12.9;28.92;41;2;29.02556606
41834;0;35;20.2;10;11.2;28.52;41;1.65;28.88285916
41835;0;32.5;23.6;6.9;11.9;27.58;52;2.6;28.73367678
41836;0;32.5;20.6;6.6;7.5;27.62;52;2.35;28.57806313
41837;0;33.4;21;10.1;12.2;27.48;50;2.45;28.41606433
41838;0;33.4;21.6;5.2;11.7;27.8;51;1.3;28.24772837
41839;0;35.2;22.3;10;7.5;28.92;44;2.1;28.07310514
41840;0;35.5;20.2;10.4;9.2;28.5;35;2.65;27.89224639
41841;0;35.5;20.5;10.4;11.8;28.48;39;2.5;27.7052057
41842;0;33.4;22.5;10;12.9;28.42;39;2.3;27.51203851
41843;0;35;24.1;8.7;13.6;29.22;43;3.9;27.31280204
41844;0;34.5;22.5;10.4;14;28.58;39;2.85;27.10755534
41845;0;35.6;23.2;10.2;13.5;29.88;37;2.45;26.89635923
41846;5.4;32.5;22.3;5;12.4;25.96;59;1.35;26.67927629
41847;0;34.8;20.2;10.4;6;27.7;39;0.95;26.45637084
41848;0;33;20.2;5.7;10.9;25.76;80;0.7;26.22770894
41849;18.4;33.5;21.8;8.2;3.6;27.26;42;2;25.99335835
41850;0;32.4;20.6;7;9;27.16;40;1.65;25.7533885
41851;0;34;20.1;10.5;8.1;27.26;35;2.5;25.50787051
41852;0;34.5;20.4;9.9;10.9;27.76;41;1.5;25.25687713
41853;0;35;20.5;10.6;9.2;28.06;42;1.15;25.00048272
41854;0;36.5;21;10.4;9.7;29.78;42;3.2;24.73876328
41855;0;37.3;22.6;9.7;13.3;30.1;46;1.9;24.47179635
41856;0;36;24.1;10.5;13.4;30.58;39;2.9;24.19966104
41857;0;34.5;24.5;10.5;14;29.52;42;3.1;23.92243799
41858;0;34.6;22.8;9.1;13.5;28.02;52;3.5;23.64020934
41859;0;33.5;21.8;10.5;12.4;27.38;56;3.7;23.35305873
41860;0;34.5;20.8;10.5;12.5;27.9;40;2.9;23.06107124
41861;0;33.5;21;10.6;13.6;27.5;51;2.05;22.76433341
41862;0;35;21.4;10.6;10.8;28.42;43;2.45;22.46293315
41863;0;34.3;21.8;10.6;11.6;27.94;40;3.45;22.15695977
41864;0;35.8;19.5;10.6;13.5;28.26;39;1.8;21.84650396
41865;0;35;18.5;10.5;9.9;27.88;44;2.05;21.53165769
41866;0;34;21;10.6;10.9;27.92;45;3.2;21.21251427
41867;0;32;19.5;9.9;13.6;27.14;46;2.25;20.88916827
41868;0;35.5;21.7;10.6;11.2;28.48;43;2.2;20.56171549
41869;0;35.4;21.8;10.6;12.7;27.88;43;1.95;20.23025298
41870;0;34.5;22.3;10.8;11.4;28.28;41;2.65;19.89487894
41871;0;34.5;22.6;10.5;11.8;28.7;44;2.05;19.55569277
41872;0;34.8;23.1;10.8;12.9;28.62;46;2.25;19.21279496
41873;0;35.2;22.7;10.4;11.7;28.78;40;2.2;18.86628712
41874;0;35.2;22.7;11;10.9;28.88;42;1.5;18.51627194
41875;0;35.5;22.5;10.8;10.9;29.28;48;2.45;18.16285313
41876;0;36.5;22.9;11;12.4;29.32;46;2.05;17.80613541
41877;0;35.2;23.1;11;12.6;29.08;45;1.6;17.44622449
41878;0;36.5;20.4;11;13.2;28.94;40;2.3;17.08322702
41879;0;37;22.9;10.7;11.7;31.06;39;1.65;16.71725057
41880;0;38.5;23.3;9.4;12.4;32.24;38;2.45;16.34840357
41881;0;36.5;25.6;11;13.5;30.94;41;3.15;15.97679532
41882;0;35.6;24.1;11;14.5;29.66;42;2.5;15.60253595
41883;0;37;20.5;11;13.9;29.16;43;1;15.22573635
41884;0;38;21;11;10.9;29.84;38;1.25;14.84650818
41885;0;39;22.3;11;12;31.3;38;1.6;14.4649638
41886;0;38.6;24.1;11;11.6;31.18;49;1.25;14.08121629
41887;0;35.5;25.5;7.3;10.3;30.8;49;2.05;13.69537935
41888;0;34.5;23.3;9.6;12.8;28.6;48;2.2;13.30756731
41889;0;36;21.8;10.8;12.1;29.28;44;3.4;12.9178951
41890;0;34;23.5;6;12.9;29.18;48;2.75;12.52647817
41891;0;35;23.5;7.7;13.9;29.8;45;3.2;12.13343252
41892;0;36;24.1;11;14.5;30.14;40;2.65;11.73887461
41893;0;37;23.5;10.9;14.7;30.14;46;2.15;11.34292136
41894;0;35.8;24.5;7.8;15.3;30.62;47;2.9;10.9456901
41895;0;35.5;24.9;8.3;14.6;30.4;43;2.5;10.54729854
41896;0;37;23.7;10.9;14.3;30.22;44;1.5;10.14786472
41897;0;36;23.4;11.2;13.2;29.76;41;2.05;9.747507015
41898;0;37.8;21.8;11.1;12.7;30.72;42;2.05;9.346344052
41899;0;38.7;24.9;10.3;14.4;31.72;43;1.8;8.944494707
41900;0;37;24.9;11;15.2;30.74;41;2.45;8.542078055
41901;0;34.5;23.7;8.8;13.4;29.64;50;1.6;8.139213342
41902;0;36.8;24.1;9.6;12;30.98;44;2.6;7.736019946
41903;0;39;22.7;9.9;13.6;30.98;40;2;7.33261734
41904;0;40.5;24.1;8.8;14.7;32.2;39;2.3;6.929125062
41905;0;37.5;26.8;9.6;15.9;31.62;45;3.15;6.525662676
41906;0;37.5;25.1;8.4;15.5;31.28;40;1.35;6.122349736
41907;0;38;24.9;8.2;14.4;30.78;41;1.85;5.719305752
41908;0;38.5;25.5;10.2;13.9;31.72;37;2.45;5.316650155
41909;0;39.5;23.5;10.8;15.5;32.6;34;1.8;4.914502261
41910;0;38.5;25.2;8.1;15.6;32.38;39;2.15;4.512981234
41911;0;39.5;25.5;10.2;16.2;31.48;43;1.55;4.112206054
41912;0;38.5;23.1;10.5;15.4;31.8;39;1.3;3.71229548
41913;0;37.5;26.5;9.7;13.4;31.72;49;1.6;3.313368013
41914;0;37.3;25.5;9.2;12;30.28;61;1.6;2.915541865
41915;0;32.5;25.4;1.9;11.4;27.8;70;1.65;2.518934919
41916;1.7;32;24.5;0.6;8.5;27.82;56;5.4;2.123664699
41917;0;32.8;23.2;8.8;10.9;28.04;50;2.85;1.729848332
41918;0;32.5;22.5;8.1;14;28.56;47;2.85;1.337602514
41919;0;35;23.1;11.1;16.2;29.2;43;3.15;0.947043477
41920;0;34;24.1;9;16.7;29.3;47;2.65;0.558286951
41921;0;36.4;24.3;11.1;13.9;30.54;40;2.05;0.171448133
41922;29.8;37.5;24.3;10.9;14.3;31.08;39;4.55;-0.213358348
41923;0;37.8;25.2;10.8;16.2;31.32;41;2.9;-0.596018466
41924;0;37.5;25.1;10.3;16.1;31.36;45;2.15;-0.976418829
41925;0.2;37.4;25.6;10.3;16.6;31.64;39;2.8;-1.354446718
41926;0;37.8;24.5;11.1;16.9;31.66;35;1.75;-1.729990115
41927;0;39.5;24.3;11;15.9;32.52;34;1.6;-2.102937737
41928;0;39.7;26.1;10.5;17.8;32.96;36;3.05;-2.473179073
41929;0;38.5;26.9;10.9;16.6;32.12;43;3.3;-2.840604411
41930;0;38.5;26.1;9.4;17.3;32.88;37;3.05;-3.205104877
41931;0;39.7;24.7;11;17.3;32.56;36;1.5;-3.56657246
41932;0;38.5;25.9;11.5;16.2;32.04;45;2.05;-3.92490005
41933;0;37.5;26.9;10.1;15.1;32.32;45;2.05;-4.279981467
41934;0;36.5;26.7;6.3;15.4;30;59;4.15;-4.631711492
41935;12.1;35;23.1;6;8.4;29.26;47;1.75;-4.9799859
41936;0;37;23.3;11.3;9.2;30.74;41;2.3;-5.324701491
41937;0;37.4;25.9;11.6;13.2;31.14;41;2.3;-5.665756116
41938;0;38;25.6;11.4;16.5;31.72;34;1.9;-6.003048715
41939;0;38.6;23.6;11.6;17.2;31.36;37;2.4;-6.336479341
41940;0;39.5;26.1;10.8;15.8;33.24;37;2.5;-6.66594919
41941;0;37.5;26.9;6.9;15;30.88;57;1.45;-6.991360634
41942;0;37.5;26.3;9.3;12.9;31.6;39;2.15;-7.312617246
41943;0;38;26.7;11.4;12.6;32.58;34;1.35;-7.629623831
41944;0;38;26.1;10.3;16.3;31.7;41;1.55;-7.942286453
41945;0;38.5;25.1;11.4;15.9;31.52;41;1.6;-8.250512463
41946;0;38.5;25.6;11.1;15.9;31.62;43;2.5;-8.554210528
41947;0;36.2;26.5;5.5;15.9;29.1;62;2.25;-8.853290655
41948;0;37;23.9;10.9;9.2;31.02;43;2.45;-9.14766422
41949;0;39.2;25.9;10;13.8;32.58;41;1.4;-9.437243995
41950;0;39.2;26.8;11.5;15.9;33.04;38;2.5;-9.721944169
41951;0;38.2;26.8;9.9;16.5;32.12;49;1.55;-10.00168038
41952;0;38.5;26.3;10.1;14.2;32.24;40;1.75;-10.27636974
41953;0;39;26.7;1.5;13.4;32.22;43;1.65;-10.54593084
41954;0;37.8;26.9;8.3;15.2;32.54;48;2.4;-10.81028382
41955;0;37.5;26.8;6.2;15;30.66;61;2.1;-11.06935034
41956;0;37;25.1;10;10.1;31.18;48;2.25;-11.32305363
41957;0;38.5;25.3;11;14;32.12;41;1.3;-11.57131851
41958;0;38.5;26.9;9.4;13.8;33.04;43;2.9;-11.81407143
41959;0.4;37.6;23.7;9.9;12.9;29.94;63;2.45;-12.05124043
41960;21.8;29.4;21.2;0;9.5;24.6;87;1;-12.28275525
41961;0.4;35;21.6;5;2;26.72;74;1.5;-12.50854729
41962;1.2;32;23.3;2.2;4.5;26.8;81;1;-12.72854964
41963;10.4;31.5;23.1;5.7;2.2;27.44;67;1.15;-12.94269709
41964;1.4;36.5;23.5;8.8;5.8;29.88;39;1.3;-13.15092621
41965;0;35.5;23.9;8.8;12;30.08;40;2;-13.35317529
41966;0;35.5;24.5;11.3;10.4;29.92;37;2.15;-13.54938439
41967;0;37;23.9;11.4;12;30.18;34;2.05;-13.73949537
41968;0;38;24.5;10.5;13.8;30.86;42;3.3;-13.9234519
41969;0;35.2;26.5;9.1;12.4;30.82;37;1.55;-14.10119948
41970;0;37.6;24.1;11.5;12.7;30.54;33;2;-14.27268542
41971;0;38.2;25.4;11.2;13.9;31.76;33;1.9;-14.43785892
41972;0;37.6;22.7;8.3;12.2;30.86;31;1.95;-14.59667102
41973;0;38.4;21.7;11.6;12.3;30.06;31;1.85;-14.74907468
42005;6.6;37.2;23.1;6.9;5.6;29.26;54;1.6;-16.0635593
42006;0;33;23.5;6.9;6.6;28.66;52;0.8;-15.9910242
42007;13.5;33.5;21.6;8.2;5.7;27.1;69;0.9;-15.91166747
42008;0;31.5;22.7;3.6;4.5;26.6;77;1.1;-15.82551264
42009;4.4;34;22.5;6.7;2.9;27.38;64;0.8;-15.73258522
42010;0;35;21.9;7;5.4;26.88;75;1.45;-15.63291275
42011;16;33.3;23;5.4;3.7;28.02;56;1.4;-15.52652478
42012;0;34.5;23.6;4.7;5.5;27.58;74;1.25;-15.41345282
42013;3;36.8;22.6;11.5;3;29.88;37;1.6;-15.29373038
42014;0;37.3;22.3;11;8.5;30.56;36;1.35;-15.16739293
42015;0;37.5;24;8.3;9.4;31.48;37;1.3;-15.03447792
42016;0;36.5;25.7;6.2;12.9;30.84;42;2.3;-14.89502473
42017;0;37.5;24.1;10.1;13.3;31.88;34;1.9;-14.74907468
42018;0;37.8;24.9;10.8;13.5;31.9;35;2.05;-14.59667102
42019;0;36.2;25.9;7.2;13.6;31.26;40;1.2;-14.43785892
42020;0;37;24.1;8.5;10.1;31.26;39;2.15;-14.27268542
42021;0.3;38.6;25.7;9.1;11.5;32.02;35;1.3;-14.10119948
42022;0;38.5;26.3;9.2;10.9;31.04;49;1.6;-13.9234519
42023;2.8;37;24.3;9.4;9.5;30.34;50;1.6;-13.73949537
42024;0;37;24.3;8.8;10.7;29.58;50;1.3;-13.54938439
42036;2.2;37.3;24.3;7.1;14.2;28.72;69;1.3;-10.81028382
42037;1.6;36.5;24.1;4.3;4.3;30.02;52;1.5;-10.54593084
42038;0.4;33;24.6;2.8;6;27.36;86;1;-10.27636974
42039;1.8;30.4;23.3;0.3;3;25.42;87;0.7;-10.00168038
42040;2.6;34.5;22.3;7.9;1.2;27.68;70;1.35;-9.721944169
42041;0;36;23.1;11.1;4.8;29.34;43;1.6;-9.437243995
42042;0;37;23.1;9.3;9.2;29.76;39;1.15;-9.14766422
42043;0;36.5;25;9.8;10;29.98;38;1.6;-8.853290655
42044;0;38.2;24.6;10.3;10.9;31.2;37;0.85;-8.554210528
42045;0;39;24.9;10;13.5;32.14;36;1.65;-8.250512463
42046;4;33;23.9;1.2;13.9;27.5;73;0.7;-7.942286453
42047;0;36;23.1;8.2;5.4;29.78;50;1.15;-7.629623831
42048;0;38;24.5;10.1;9.5;29.14;65;3.35;-7.312617246
42049;3.2;31.5;24.5;0.7;10.8;27.64;71;1;-6.991360634
42050;0;35.1;23.9;4.1;3.9;27.36;69;1.15;-6.66594919
42051;0.2;35.8;23.3;7.6;5.5;28.62;56;1.15;-6.336479341
42052;0;36.5;23.3;8.9;8;30.4;41;2;-6.003048715
42053;0;35;25.3;6.1;9.5;29.5;54;1.6;-5.665756116
42054;0;35.5;24;7.1;7.2;27.46;76;1.65;-5.324701491
42055;9.4;33;22.3;0;4.8;26.54;87;0.85;-4.9799859
42056;4;29.8;22.4;0.3;2.4;25.36;73;0.7;-4.631711492
42057;19.4;26.8;21.8;0;2.7;24.32;90;1;-4.279981467
42058;0.2;31;22.5;1.4;1.7;25.62;90;0.85;-3.92490005
42059;2.4;32.8;23.1;5.1;2.4;27.18;84;0;-3.56657246
42060;0;31.2;23.9;2.6;2.9;27.08;86;1;-3.205104877
42061;0.2;35.2;24.9;8.5;3.2;28.98;60;2;-2.840604411
42062;5.4;34.5;22.5;10.1;4.7;28.28;58;1.8;-2.473179073
42063;27.3;33.5;22.2;7.7;5.3;26.78;75;1.65;-2.102937737
42095;7.4;33.8;22;9.5;2.2;27.16;81;1;10.54729854
42096;0;32.5;23.3;8.3;2.8;27.08;82;1;10.9456901
42097;0;32;22.9;8.6;3.5;26.62;84;0.9;11.34292136
42098;2;33;21.5;8.1;3;26.82;78;0.75;11.73887461
42099;0.4;33.2;22.7;8.2;4.2;27.14;78;0.55;12.13343252
42100;0;33.5;20.6;9.6;4.3;26.34;71;1.05;12.52647817
42101;0;33.5;22.5;8.9;4.2;27.7;72;0.95;12.9178951
42102;0;34.5;23.3;7.6;3.9;26.92;89;1.2;13.30756731
42103;8.2;31;23.2;4.7;3.5;25.92;95;0.75;13.69537935
42104;6;34;21.6;10.1;1.2;27.52;70;0.85;14.08121629
42105;0;34;23.1;9.2;4.4;27.78;72;0.9;14.4649638
42106;0;32.8;22.6;9.2;4.5;27.4;68;1.6;14.84650818
42107;0;33.2;23.3;7.3;4.5;27.42;82;2.05;15.22573635
42108;4.2;31.2;24.1;3.4;3.9;26.82;87;1.3;15.60253595
42109;4.4;33.5;23.1;10.4;1.5;27.94;67;0.85;15.97679532
42110;0;34;22.9;10;4.6;27.94;61;1;16.34840357
42111;0;34;21.2;10.3;5;27.64;56;1.75;16.71725057
42112;0;34.5;22.5;11;5;28;55;1.7;17.08322702
42113;0;34.5;22.2;10.3;5.2;27.9;59;1;17.44622449
42114;0;34;23.5;8.7;5.4;27.98;54;1.35;17.80613541
42115;0;31;23.3;7;4.8;26.54;60;1.05;18.16285313
42116;0;34;20.8;10.5;3.7;27.6;53;1;18.51627194
42117;0;35.6;23.9;7.5;5.3;28.52;58;1.05;18.86628712
42118;0;34.2;23.2;9.3;5.8;27;72;2.2;19.21279496
42119;8.7;34.5;22.5;10.4;5.1;27.62;57;0.85;19.55569277
42120;0;35.5;21.6;10.2;5.8;28.04;47;1;19.89487894
42121;0;34.5;21;9.5;7;27.54;45;1;20.23025298
42122;0;35;21;9.8;6.3;27.42;60;1;20.56171549
42123;0;35.5;20.4;10.3;6.9;27.98;54;1.15;20.88916827
42124;0;35.6;20.8;10.2;7.7;28.16;60;0.85;21.21251427
42125;0;34;20.8;6.7;6.5;27.54;56;1.2;21.53165769
42126;0;34;22.9;2.7;5.4;27.38;58;1.45;21.84650396
42127;0;34.3;23;5.6;5;28.26;59;2;22.15695977
42128;7.2;32;22.3;4.1;5.5;26.22;87;1.15;22.46293315
42129;2;34.2;21.5;9.1;3.7;27.3;69;0.75;22.76433341
